row_index,target_field,algorithm,predicted_value,confidence,prediction_source,passes_threshold,candidate_status,rejection_reason,validation_record_status
1282,sub_type,grouped_majority,Over The Counter,0.9793103448275862,group_majority,True,Accepted,,valid
1285,sub_type,grouped_majority,Over The Counter,0.9793103448275862,group_majority,True,Accepted,,valid
1289,sub_type,grouped_majority,Over The Counter,0.9793103448275862,group_majority,True,Accepted,,valid
1291,sub_type,grouped_majority,Over The Counter,0.9793103448275862,group_majority,True,Accepted,,valid
1292,sub_type,grouped_majority,Over The Counter,0.96875,group_majority,True,Accepted,,valid
1296,sub_type,grouped_majority,Over The Counter,0.96875,group_majority,True,Accepted,,valid
1301,sub_type,grouped_majority,Over The Counter,0.9793103448275862,group_majority,True,Accepted,,valid
1304,sub_type,grouped_majority,Over The Counter,0.9793103448275862,group_majority,True,Accepted,,valid
1305,sub_type,grouped_majority,Over The Counter,1.0,group_majority,True,Accepted,,valid
1306,sub_type,grouped_majority,Over The Counter,1.0,group_majority,True,Accepted,,valid
1307,sub_type,grouped_majority,Over The Counter,1.0,group_majority,True,Accepted,,valid
1308,sub_type,grouped_majority,Over The Counter,1.0,group_majority,True,Accepted,,valid
1317,sub_type,grouped_majority,Over The Counter,1.0,group_majority,True,Accepted,,valid
1319,sub_type,grouped_majority,Over The Counter,1.0,group_majority,True,Accepted,,valid
1323,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1324,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1325,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1326,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1327,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1330,sub_type,grouped_majority,Over The Counter,1.0,group_majority,True,Accepted,,valid
1331,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1332,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1336,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1339,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1340,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1344,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1345,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1346,sub_type,grouped_majority,Over The Counter,0.9888888888888889,group_majority,True,Accepted,,valid
1347,sub_type,grouped_majority,Residential Building Report,0.9814814814814815,group_majority,True,Accepted,,valid
1348,sub_type,grouped_majority,Residential Building Report,0.9814814814814815,group_majority,True,Accepted,,valid
1350,sub_type,grouped_majority,Residential Building Report,0.9814814814814815,group_majority,True,Accepted,,valid
1351,sub_type,grouped_majority,Residential Building Report,0.9814814814814815,group_majority,True,Accepted,,valid
1354,sub_type,grouped_majority,Residential Building Report,0.9814814814814815,group_majority,True,Accepted,,valid
1358,sub_type,grouped_majority,Residential Building Report,0.9814814814814815,group_majority,True,Accepted,,valid
1359,sub_type,grouped_majority,Residential Building Report,0.9814814814814815,group_majority,True,Accepted,,valid
1360,sub_type,grouped_majority,Residential Building Report,0.9814814814814815,group_majority,True,Accepted,,valid
6,sub_type,association_rules,Full Plan Check,0.5714285714285715,matched_rules,True,Accepted,,valid
8,sub_type,association_rules,Full Plan Check,0.5714285714285715,matched_rules,True,Accepted,,valid
11,sub_type,association_rules,Over The Counter,0.778688524590164,matched_rules,True,Accepted,,valid
17,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
20,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
22,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
23,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
24,sub_type,association_rules,In House Plan Check,0.5,matched_rules,True,Accepted,,valid
26,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
28,sub_type,association_rules,Over The Counter,0.9583333333333333,matched_rules,True,Accepted,,valid
29,sub_type,association_rules,Over The Counter,0.9583333333333333,matched_rules,True,Accepted,,valid
31,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
33,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
34,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
38,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
42,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
44,sub_type,association_rules,Residential Building Report,0.5824175824175825,matched_rules,True,Accepted,,valid
52,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
54,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
56,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
58,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
67,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
70,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
71,sub_type,association_rules,Residential Building Report,0.6708860759493671,matched_rules,True,Accepted,,valid
73,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
74,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
75,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
77,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
78,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
81,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
86,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
87,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
88,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
89,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
90,sub_type,association_rules,Residential Building Report,0.7851851851851853,matched_rules,True,Accepted,,valid
99,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
100,sub_type,association_rules,Over The Counter,0.9905660377358491,matched_rules,True,Accepted,,valid
101,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
104,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
105,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
106,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
107,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
111,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
112,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
115,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
119,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
122,sub_type,association_rules,Over The Counter,0.8888888888888887,matched_rules,True,Accepted,,valid
128,sub_type,association_rules,Residential Building Report,0.6708860759493671,matched_rules,True,Accepted,,valid
130,sub_type,association_rules,Over The Counter,0.778688524590164,matched_rules,True,Accepted,,valid
132,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
134,sub_type,association_rules,Over The Counter,0.9138888888888889,matched_rules,True,Accepted,,valid
135,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
137,sub_type,association_rules,Over The Counter,0.9863013698630138,matched_rules,True,Accepted,,valid
140,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
141,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
144,sub_type,association_rules,Residential Building Report,0.8346456692913387,matched_rules,True,Accepted,,valid
147,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
148,sub_type,association_rules,Over The Counter,0.8677130044843048,matched_rules,True,Accepted,,valid
149,sub_type,association_rules,Residential Building Report,0.7571428571428572,matched_rules,True,Accepted,,valid
150,sub_type,association_rules,Over The Counter,0.9583333333333333,matched_rules,True,Accepted,,valid
152,sub_type,association_rules,Over The Counter,0.9166666666666666,matched_rules,True,Accepted,,valid
153,sub_type,association_rules,Residential Building Report,0.6708860759493671,matched_rules,True,Accepted,,valid
155,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
156,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
157,sub_type,association_rules,Over The Counter,0.8823529411764706,matched_rules,True,Accepted,,valid
160,sub_type,association_rules,Over The Counter,0.9803921568627451,matched_rules,True,Accepted,,valid
161,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
162,sub_type,association_rules,Over The Counter,0.9661016949152543,matched_rules,True,Accepted,,valid
163,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
164,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
165,sub_type,association_rules,Over The Counter,0.9803921568627451,matched_rules,True,Accepted,,valid
166,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
168,sub_type,association_rules,Residential Building Report,0.55,matched_rules,True,Accepted,,valid
169,sub_type,association_rules,Over The Counter,0.9946808510638299,matched_rules,True,Accepted,,valid
176,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
177,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
179,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
183,sub_type,association_rules,Over The Counter,0.9946808510638299,matched_rules,True,Accepted,,valid
184,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
185,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
188,sub_type,association_rules,Over The Counter,0.9946808510638299,matched_rules,True,Accepted,,valid
191,sub_type,association_rules,Over The Counter,0.9793103448275863,matched_rules,True,Accepted,,valid
192,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
193,sub_type,association_rules,Over The Counter,0.9946808510638299,matched_rules,True,Accepted,,valid
196,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
202,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
204,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
206,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
208,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
211,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
214,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
215,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
217,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
219,sub_type,association_rules,Residential Building Report,0.8346456692913387,matched_rules,True,Accepted,,valid
224,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
226,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
230,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
234,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
235,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
237,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
238,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
239,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
241,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
250,sub_type,association_rules,Full Plan Check,0.8571428571428572,matched_rules,True,Accepted,,valid
259,sub_type,association_rules,Over The Counter,0.9090909090909091,matched_rules,True,Accepted,,valid
265,sub_type,association_rules,Full Plan Check,0.5714285714285715,matched_rules,True,Accepted,,valid
266,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
267,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
270,sub_type,association_rules,Over The Counter,0.778688524590164,matched_rules,True,Accepted,,valid
272,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
273,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
274,sub_type,association_rules,Over The Counter,0.9600000000000001,matched_rules,True,Accepted,,valid
278,sub_type,association_rules,Over The Counter,0.96875,matched_rules,True,Accepted,,valid
283,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
284,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
287,sub_type,association_rules,Over The Counter,0.9946808510638299,matched_rules,True,Accepted,,valid
289,sub_type,association_rules,In House Plan Check,0.5,matched_rules,True,Accepted,,valid
291,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
297,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
298,sub_type,association_rules,Over The Counter,0.9166666666666666,matched_rules,True,Accepted,,valid
299,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
304,sub_type,association_rules,Over The Counter,0.778688524590164,matched_rules,True,Accepted,,valid
305,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
307,sub_type,association_rules,In House Plan Check,0.5,matched_rules,True,Accepted,,valid
313,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
316,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
318,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
319,sub_type,association_rules,Residential Building Report,0.6708860759493671,matched_rules,True,Accepted,,valid
320,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
321,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
322,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
324,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
325,sub_type,association_rules,Over The Counter,0.9793103448275863,matched_rules,True,Accepted,,valid
327,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
329,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
330,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
331,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
334,sub_type,association_rules,Residential Building Report,0.55,matched_rules,True,Accepted,,valid
340,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
342,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
344,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
346,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
347,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
350,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
352,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
355,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
356,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
358,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
359,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
363,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
365,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
367,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
368,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
369,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
371,sub_type,association_rules,Residential Building Report,0.5824175824175825,matched_rules,True,Accepted,,valid
375,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
376,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
377,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
378,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
379,sub_type,association_rules,Residential Building Report,0.8346456692913387,matched_rules,True,Accepted,,valid
380,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
381,sub_type,association_rules,Over The Counter,0.9905660377358491,matched_rules,True,Accepted,,valid
383,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
384,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
385,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
387,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
388,sub_type,association_rules,Residential Building Report,0.55,matched_rules,True,Accepted,,valid
393,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
395,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
398,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
399,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
401,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
404,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
409,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
413,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
415,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
419,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
420,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
422,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
425,sub_type,association_rules,Full Plan Check,0.8571428571428572,matched_rules,True,Accepted,,valid
427,sub_type,association_rules,Full Plan Check,0.8571428571428572,matched_rules,True,Accepted,,valid
429,sub_type,association_rules,In House Plan Check,0.5,matched_rules,True,Accepted,,valid
430,sub_type,association_rules,Over The Counter,0.8677130044843048,matched_rules,True,Accepted,,valid
431,sub_type,association_rules,Over The Counter,0.778688524590164,matched_rules,True,Accepted,,valid
437,sub_type,association_rules,Over The Counter,0.9583333333333333,matched_rules,True,Accepted,,valid
438,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
439,sub_type,association_rules,Over The Counter,0.9076923076923077,matched_rules,True,Accepted,,valid
445,sub_type,association_rules,Residential Building Report,0.6708860759493671,matched_rules,True,Accepted,,valid
446,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
447,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
448,sub_type,association_rules,Over The Counter,0.96875,matched_rules,True,Accepted,,valid
450,sub_type,association_rules,Over The Counter,0.9583333333333333,matched_rules,True,Accepted,,valid
457,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
458,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
459,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
461,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
464,sub_type,association_rules,Over The Counter,0.9600000000000001,matched_rules,True,Accepted,,valid
466,sub_type,association_rules,Over The Counter,0.9803921568627451,matched_rules,True,Accepted,,valid
470,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
474,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
476,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
480,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
481,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
487,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
488,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
489,sub_type,association_rules,Over The Counter,0.9946808510638299,matched_rules,True,Accepted,,valid
491,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
492,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
495,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
499,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
500,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
502,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
507,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
508,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
512,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
514,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
519,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
520,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
521,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
527,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
528,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
530,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
531,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
532,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
533,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
534,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
536,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
537,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
538,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
539,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
543,sub_type,association_rules,Over The Counter,0.8888888888888887,matched_rules,True,Accepted,,valid
544,sub_type,association_rules,Over The Counter,0.8888888888888887,matched_rules,True,Accepted,,valid
545,sub_type,association_rules,Over The Counter,0.9076923076923077,matched_rules,True,Accepted,,valid
546,sub_type,association_rules,Residential Building Report,0.55,matched_rules,True,Accepted,,valid
558,sub_type,association_rules,Over The Counter,0.9076923076923077,matched_rules,True,Accepted,,valid
560,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
563,sub_type,association_rules,Over The Counter,0.9863013698630138,matched_rules,True,Accepted,,valid
571,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
575,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
578,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
582,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
586,sub_type,association_rules,Over The Counter,0.9946808510638299,matched_rules,True,Accepted,,valid
590,sub_type,association_rules,Over The Counter,0.9946808510638299,matched_rules,True,Accepted,,valid
599,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
600,sub_type,association_rules,Full Plan Check,0.8571428571428572,matched_rules,True,Accepted,,valid
602,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
603,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
604,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
605,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
606,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
608,sub_type,association_rules,Residential Building Report,0.6708860759493671,matched_rules,True,Accepted,,valid
609,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
612,sub_type,association_rules,Residential Building Report,0.5913978494623656,matched_rules,True,Accepted,,valid
613,sub_type,association_rules,Residential Building Report,0.8346456692913387,matched_rules,True,Accepted,,valid
615,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
616,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
617,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
618,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
619,sub_type,association_rules,Over The Counter,0.9905660377358491,matched_rules,True,Accepted,,valid
621,sub_type,association_rules,Over The Counter,1.0,matched_rules,True,Accepted,,valid
625,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
626,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
627,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
629,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
630,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
632,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
634,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
635,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
636,sub_type,association_rules,Residential Building Report,0.9906542056074769,matched_rules,True,Accepted,,valid
638,sub_type,association_rules,Residential Building Report,0.9814814814814816,matched_rules,True,Accepted,,valid
639,sub_type,association_rules,Full Plan Check,0.5714285714285715,matched_rules,True,Accepted,,valid
644,sub_type,association_rules,Over The Counter,0.778688524590164,matched_rules,True,Accepted,,valid
645,sub_type,association_rules,Over The Counter,0.782608695652174,matched_rules,True,Accepted,,valid
647,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
653,sub_type,association_rules,Over The Counter,0.8823529411764706,matched_rules,True,Accepted,,valid
654,sub_type,association_rules,Residential Building Report,0.55,matched_rules,True,Accepted,,valid
656,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
657,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
661,sub_type,association_rules,Over The Counter,0.8988095238095238,matched_rules,True,Accepted,,valid
662,sub_type,association_rules,Over The Counter,0.8677130044843048,matched_rules,True,Accepted,,valid
666,sub_type,association_rules,Over The Counter,0.9583333333333333,matched_rules,True,Accepted,,valid
668,sub_type,association_rules,Residential Building Report,0.7571428571428572,matched_rules,True,Accepted,,valid
670,sub_type,association_rules,Residential Building Report,0.5247524752475248,matched_rules,True,Accepted,,valid
